filed_date,transaction_date,ticker,company,insider_name,insider_title,transaction_code,transaction_type,shares,price,value,acquired_disposed,accession_no
2026-08-06,2026-08-05,CRWD,"CrowdStrike Holdings, Inc.",Kurtz George,PRESIDENT AND CEO,S,Open-market sell,4204.0,213.11,895914.44,D,000177856426000135
2026-08-06,2026-08-05,CRWD,"CrowdStrike Holdings, Inc.",Kurtz George,PRESIDENT AND CEO,S,Open-market sell,1086.0,214.05,232458.3,D,000177856426000135
2026-08-06,2026-08-05,CRWD,"CrowdStrike Holdings, Inc.",Kurtz George,PRESIDENT AND CEO,S,Open-market sell,327.0,215.34,70416.18,D,000177856426000135
2026-08-06,2026-08-05,CRWD,"CrowdStrike Holdings, Inc.",Kurtz George,PRESIDENT AND CEO,S,Open-market sell,88.0,216.3,19034.4,D,000177856426000135
2026-08-06,2026-08-05,CRWD,"CrowdStrike Holdings, Inc.",Kurtz George,PRESIDENT AND CEO,S,Open-market sell,215.0,217.55,46773.25,D,000177856426000135
2026-08-06,2026-08-05,CRWD,"CrowdStrike Holdings, Inc.",Kurtz George,PRESIDENT AND CEO,S,Open-market sell,99.0,218.56,21637.44,D,000177856426000135
2026-08-06,2026-08-05,PTIX,"Protagenic Therapeutics, Inc.\new",ARMEN GARO H,EXEC. CHAIR & PRINCIPAL OFF,P,Open-market buy,5000.0,0.2588,1294.0,A,000149315226036442
2026-08-06,2026-08-05,JCTC,JEWETT CAMERON TRADING CO LTD,"AJB Investment Fund II, LP",,P,Open-market buy,155.0,2.7365,424.16,A,000153658826000024
2026-08-06,2026-08-05,JCTC,JEWETT CAMERON TRADING CO LTD,"AJB Investment Fund II, LP",,P,Open-market buy,2979.0,2.7713,8255.7,A,000153658826000024
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,368.0,196.39,72271.52,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,506.0,197.11,99737.66,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,227.0,197.91,44925.57,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,33.0,200.49,6616.17,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,583.0,193.12,112588.96,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,433.0,193.98,83993.34,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,66.0,194.85,12860.1,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,168.0,196.4,32995.2,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,230.0,197.11,45335.3,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,105.0,197.91,20780.55,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,15.0,200.49,3007.35,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,2035.0,193.12,392999.2,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,1528.0,193.98,296401.44,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,232.0,194.85,45205.2,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,587.0,196.39,115280.93,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,802.0,197.11,158082.22,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,364.0,197.91,72039.24,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,52.0,200.49,10425.48,D,000093833326000010
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,1278.0,193.12,246807.36,D,000093833326000009
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,944.0,193.97,183107.68,D,000093833326000009
2026-08-06,2026-08-05,APPF,APPFOLIO INC,DUCA MAURICE J,,S,Open-market sell,144.0,194.85,28058.4,D,000093833326000009
2026-08-06,2026-08-05,XYZ,"Block, Inc.",Eisen Anthony Mathew,Director,S,Open-market sell,41000.0,85.85,3519850.0,D,000162828026054510
2026-08-06,2026-08-05,MPWR,"MONOLITHIC POWER SYSTEMS, INC.",DEAN ROBERT W II,Interim CFO,S,Open-market sell,105.0,1344.27,141148.35,D,000121465926009739
2026-08-06,2026-08-05,IOT,Samsara Inc.,Biswas Sanjit,CHIEF EXECUTIVE OFFICER,S,Open-market sell,65775.0,38.6048,2539230.72,D,000189511126000016
2026-08-06,2026-08-05,IOT,Samsara Inc.,Biswas Sanjit,CHIEF EXECUTIVE OFFICER,S,Open-market sell,3904.0,39.3096,153464.68,D,000189511126000016
2026-08-06,2026-08-05,IOT,Samsara Inc.,Biswas Sanjit,CHIEF EXECUTIVE OFFICER,S,Open-market sell,16273.0,38.5657,627579.64,D,000189511126000016
2026-08-06,2026-08-05,IOT,Samsara Inc.,Biswas Sanjit,CHIEF EXECUTIVE OFFICER,S,Open-market sell,1381.0,39.367,54365.83,D,000189511126000016
2026-08-06,2026-08-05,IOT,Samsara Inc.,Bicket John,SEE REMARKS,S,Open-market sell,65819.0,38.6116,2541376.9,D,000189510626000017
2026-08-06,2026-08-05,IOT,Samsara Inc.,Bicket John,SEE REMARKS,S,Open-market sell,3631.0,39.3118,142741.15,D,000189510626000017
2026-08-06,2026-08-05,IOT,Samsara Inc.,Bicket John,SEE REMARKS,S,Open-market sell,16669.0,38.5818,643120.02,D,000189510626000017
2026-08-06,2026-08-05,IOT,Samsara Inc.,Bicket John,SEE REMARKS,S,Open-market sell,960.0,39.3654,37790.78,D,000189510626000017
2026-08-06,2026-08-04,META,"Meta Platforms, Inc.",Andreessen Marc L,,S,Open-market sell,250.0,588.16,147040.0,D,000116007726000008
2026-08-06,2026-08-04,META,"Meta Platforms, Inc.",Andreessen Marc L,,S,Open-market sell,87.0,589.24,51263.88,D,000116007726000008
2026-08-06,2026-08-04,META,"Meta Platforms, Inc.",Andreessen Marc L,,S,Open-market sell,44.0,590.39,25977.16,D,000116007726000008
2026-08-06,2026-08-04,META,"Meta Platforms, Inc.",Andreessen Marc L,,S,Open-market sell,45.0,591.69,26626.05,D,000116007726000008
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,1950.0,86.4387,168555.46,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,390.0,87.9933,34317.39,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,10550.0,89.4518,943716.49,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,27820.0,90.3825,2514441.15,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,45150.0,91.2668,4120696.02,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,61300.0,92.0952,5645435.76,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,50435.0,93.3188,4706533.68,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,2405.0,94.0111,226096.7,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,1050.0,86.4387,90760.63,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,210.0,87.9933,18478.59,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,5680.0,89.4518,508086.22,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,14978.0,90.3826,1353750.58,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,24313.0,91.2669,2218972.14,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,33009.0,92.0952,3039970.46,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,27157.0,93.3188,2534258.65,D,000176962826000351
2026-08-06,2026-08-04,CRWV,"CoreWeave, Inc.",Intrator Michael N,CEO and President,S,Open-market sell,1295.0,94.0111,121744.37,D,000176962826000351
